Wavelength,reference_01,reference_02,reference_03,reference_04,reference_05,reference_06,reference_07,reference_08,reference_09,reference_10,reference_11,reference_12
826.000000,0.280717,0.506903,0.223687,0.493885,0.220967,0.456579,0.323448,0.377001,0.377150,0.191100,0.425815,0.310419
828.000000,0.279583,0.508965,0.221062,0.492530,0.220983,0.455871,0.322293,0.377981,0.378381,0.190098,0.424889,0.313118
830.000000,0.279532,0.506078,0.223853,0.493164,0.221469,0.455819,0.322864,0.378359,0.375545,0.189310,0.424076,0.309596
832.000000,0.279996,0.507327,0.223964,0.493817,0.221645,0.454971,0.323516,0.377296,0.377070,0.190873,0.423937,0.311427
834.000000,0.279633,0.507134,0.225341,0.495345,0.222395,0.454345,0.322989,0.380446,0.377923,0.193319,0.424792,0.311111
836.000000,0.281757,0.506687,0.223562,0.491944,0.223976,0.454013,0.322777,0.379664,0.376628,0.192175,0.425344,0.311530
838.000000,0.280424,0.508212,0.224963,0.494063,0.221983,0.455468,0.324325,0.377524,0.379674,0.190230,0.424639,0.313553
840.000000,0.280713,0.507074,0.223140,0.493012,0.223128,0.455769,0.324618,0.378728,0.377806,0.191149,0.425160,0.312161
842.000000,0.281077,0.506076,0.224611,0.493652,0.222648,0.456806,0.323131,0.377971,0.376662,0.189379,0.424071,0.312452
844.000000,0.280429,0.508989,0.221400,0.493650,0.222285,0.456140,0.324391,0.378354,0.377999,0.192838,0.426438,0.311733
846.000000,0.281775,0.506525,0.224490,0.494768,0.222290,0.456627,0.324853,0.378958,0.378999,0.192513,0.425736,0.311426
848.000000,0.280790,0.507329,0.224896,0.494358,0.223029,0.455456,0.322704,0.378251,0.377836,0.192153,0.427153,0.312351
850.000000,0.282052,0.507077,0.224843,0.494999,0.222772,0.455316,0.323710,0.380829,0.377953,0.193277,0.427182,0.313077
852.000000,0.281736,0.507692,0.224706,0.493270,0.222308,0.455832,0.324908,0.378090,0.378275,0.190233,0.426435,0.313607
854.000000,0.281265,0.508054,0.225290,0.495722,0.224673,0.453862,0.324795,0.377741,0.377837,0.191313,0.425982,0.314021
856.000000,0.282021,0.506791,0.223566,0.494736,0.222237,0.454249,0.325471,0.378790,0.380824,0.193048,0.423637,0.314003
858.000000,0.281166,0.507671,0.223894,0.493880,0.223707,0.455760,0.325400,0.380699,0.380110,0.191972,0.426371,0.313642
860.000000,0.283044,0.509487,0.223455,0.495395,0.223821,0.456106,0.323943,0.379964,0.379081,0.191866,0.426576,0.313746
862.000000,0.282838,0.506989,0.224993,0.496053,0.224451,0.457224,0.323380,0.380383,0.378990,0.192927,0.426984,0.312109
864.000000,0.281483,0.508747,0.224822,0.494970,0.226092,0.456518,0.325949,0.379052,0.378693,0.191252,0.427761,0.314333
866.000000,0.283224,0.507866,0.226891,0.497140,0.223796,0.457569,0.325204,0.380256,0.380221,0.190923,0.427235,0.311598
868.000000,0.282774,0.508718,0.222871,0.498692,0.225564,0.457256,0.324474,0.378745,0.380152,0.190785,0.426397,0.310822
870.000000,0.282628,0.509458,0.224886,0.495140,0.224720,0.457406,0.323925,0.382167,0.380456,0.191157,0.427770,0.313618
872.000000,0.284981,0.509413,0.224882,0.496765,0.223743,0.457756,0.325034,0.379802,0.378084,0.193133,0.425537,0.310797
874.000000,0.284276,0.507542,0.224745,0.493840,0.225316,0.457995,0.324645,0.378861,0.378743,0.193325,0.427119,0.311532
876.000000,0.283478,0.508236,0.225937,0.495799,0.223935,0.458426,0.326047,0.378166,0.379258,0.192140,0.428143,0.313162
878.000000,0.283159,0.507886,0.223559,0.495962,0.225375,0.457293,0.325747,0.378720,0.381473,0.191702,0.428677,0.315221
880.000000,0.282291,0.508479,0.223637,0.494424,0.226018,0.457465,0.325872,0.377492,0.378770,0.191848,0.427766,0.311942
882.000000,0.282564,0.507995,0.225303,0.495866,0.226672,0.456528,0.326866,0.380371,0.379726,0.191496,0.425881,0.311321
884.000000,0.282977,0.508080,0.224184,0.495623,0.227379,0.457238,0.325056,0.378506,0.380344,0.191710,0.427405,0.311815
886.000000,0.283730,0.507591,0.225163,0.494825,0.225261,0.457378,0.325565,0.378916,0.378862,0.191512,0.428926,0.311509
888.000000,0.282879,0.506728,0.225667,0.497852,0.225839,0.456678,0.324414,0.377268,0.377998,0.192267,0.427330,0.310751
890.000000,0.281161,0.506560,0.223147,0.497384,0.225235,0.459261,0.326131,0.378294,0.380029,0.193151,0.428507,0.313113
892.000000,0.280634,0.506638,0.224053,0.496522,0.225517,0.455554,0.325976,0.379557,0.379154,0.192153,0.425283,0.313553
894.000000,0.281070,0.505590,0.224931,0.495432,0.224109,0.459133,0.324520,0.375749,0.379415,0.190977,0.427031,0.311204
896.000000,0.281484,0.508468,0.222593,0.496197,0.227131,0.456907,0.325693,0.376530,0.377949,0.192258,0.427563,0.311475
898.000000,0.282598,0.504834,0.222678,0.495796,0.224542,0.457082,0.324862,0.376034,0.377048,0.191696,0.427743,0.310987
900.000000,0.278800,0.505404,0.221827,0.494782,0.226431,0.457322,0.325642,0.376665,0.377057,0.189786,0.425581,0.308792
902.000000,0.278882,0.505561,0.221773,0.497077,0.224702,0.457884,0.323022,0.375306,0.376292,0.189124,0.427584,0.310357
904.000000,0.278792,0.502998,0.221272,0.496653,0.223946,0.457305,0.324072,0.374101,0.379081,0.189916,0.425101,0.309966
906.000000,0.278985,0.503726,0.222066,0.495173,0.224728,0.455948,0.325294,0.375302,0.377496,0.189696,0.427130,0.308345
908.000000,0.277365,0.503881,0.221760,0.495157,0.224751,0.457896,0.322001,0.369965,0.375859,0.190871,0.424002,0.306834
910.000000,0.277982,0.502309,0.221762,0.495054,0.224416,0.457220,0.322850,0.371313,0.376607,0.191125,0.422806,0.307949
912.000000,0.276848,0.499983,0.220247,0.494712,0.225641,0.458699,0.323644,0.371260,0.375643,0.188674,0.423529,0.306653
914.000000,0.275619,0.499934,0.219095,0.493759,0.223983,0.456116,0.322794,0.368376,0.374012,0.188021,0.424439,0.305193
916.000000,0.273841,0.497845,0.220040,0.494060,0.223577,0.454206,0.320022,0.367684,0.372564,0.188559,0.422831,0.304354
918.000000,0.273945,0.499050,0.216458,0.492998,0.224047,0.456046,0.319796,0.366792,0.374088,0.186888,0.422390,0.304976
920.000000,0.273920,0.497207,0.216319,0.492093,0.223856,0.453575,0.318129,0.363477,0.370531,0.184681,0.421789,0.304449
922.000000,0.272427,0.494343,0.217887,0.490647,0.224203,0.454485,0.317685,0.362678,0.371204,0.185429,0.422617,0.302194
924.000000,0.269191,0.494135,0.216777,0.491596,0.222988,0.454793,0.317194,0.361727,0.369987,0.184236,0.419199,0.300316
926.000000,0.267997,0.494656,0.214501,0.490648,0.220804,0.454282,0.318368,0.356711,0.369618,0.182981,0.418267,0.301137
928.000000,0.269170,0.494032,0.211322,0.489052,0.222700,0.453045,0.316653,0.358843,0.368651,0.183865,0.418869,0.299208
930.000000,0.266736,0.489428,0.212741,0.490659,0.221203,0.450636,0.313801,0.355785,0.366654,0.181505,0.417964,0.297322
932.000000,0.264551,0.488573,0.211436,0.487120,0.221792,0.452956,0.312256,0.352762,0.367143,0.181445,0.415944,0.297721
934.000000,0.263612,0.487003,0.208433,0.487542,0.220690,0.451713,0.313747,0.352988,0.365774,0.180906,0.414638,0.295840
936.000000,0.262824,0.485725,0.208487,0.487024,0.221219,0.450559,0.311538,0.351768,0.365533,0.181050,0.415030,0.296563
938.000000,0.262305,0.486967,0.209516,0.485246,0.221594,0.450882,0.312245,0.348656,0.362376,0.178446,0.413726,0.294559
940.000000,0.259665,0.482576,0.206026,0.485697,0.219529,0.450917,0.309402,0.348789,0.360167,0.177151,0.412994,0.292464
942.000000,0.259063,0.482660,0.206740,0.486614,0.219195,0.450430,0.308846,0.344856,0.361385,0.176430,0.412008,0.291283
944.000000,0.257305,0.481922,0.206456,0.484902,0.217498,0.449941,0.308443,0.342494,0.360440,0.175148,0.411290,0.291394
946.000000,0.255673,0.478747,0.204105,0.483074,0.218880,0.449996,0.307980,0.344068,0.359617,0.176961,0.409142,0.289008
948.000000,0.253822,0.478551,0.204559,0.484987,0.218666,0.447322,0.305725,0.340261,0.358972,0.175084,0.409052,0.287510
950.000000,0.253325,0.478623,0.202734,0.484004,0.217939,0.449134,0.309347,0.340611,0.358568,0.175220,0.408480,0.287588
952.000000,0.253950,0.476176,0.199979,0.484374,0.217121,0.446838,0.305439,0.337302,0.358838,0.172304,0.408104,0.286192
954.000000,0.253791,0.477490,0.201026,0.485169,0.217752,0.450244,0.303922,0.336903,0.355898,0.173365,0.409508,0.286539
956.000000,0.249963,0.474420,0.201114,0.484703,0.216616,0.448050,0.304695,0.336645,0.356087,0.171358,0.408248,0.284579
958.000000,0.250635,0.472232,0.200928,0.482476,0.218593,0.446206,0.303553,0.334927,0.355240,0.171502,0.405622,0.284668
960.000000,0.251542,0.472289,0.201043,0.483209,0.215873,0.448116,0.303743,0.333131,0.353364,0.171312,0.406339,0.285033
962.000000,0.249554,0.473067,0.200783,0.481513,0.218415,0.446225,0.304300,0.333439,0.355727,0.170768,0.406086,0.281329
964.000000,0.249740,0.473766,0.201149,0.483525,0.216675,0.448603,0.303989,0.332943,0.355033,0.172334,0.408025,0.284194
966.000000,0.249204,0.471965,0.198599,0.480124,0.217668,0.448799,0.303370,0.333429,0.354244,0.169740,0.406331,0.283218
968.000000,0.251673,0.472827,0.198160,0.481712,0.217909,0.448392,0.304407,0.332569,0.355097,0.172620,0.407473,0.283513
970.000000,0.248717,0.471919,0.199079,0.482981,0.218064,0.448346,0.303751,0.333881,0.354169,0.171280,0.406869,0.282792
972.000000,0.249526,0.473494,0.199310,0.482885,0.216737,0.449457,0.305883,0.331950,0.356183,0.171605,0.405369,0.283979
974.000000,0.252304,0.476739,0.200017,0.482711,0.218814,0.449972,0.305943,0.334396,0.356030,0.171436,0.406874,0.283022
976.000000,0.251654,0.475779,0.201413,0.483149,0.219772,0.449296,0.306352,0.336484,0.356898,0.171608,0.407130,0.285898
978.000000,0.251270,0.475958,0.200361,0.482988,0.217817,0.449981,0.304520,0.335121,0.356198,0.174055,0.408543,0.284240
980.000000,0.254227,0.475237,0.202119,0.484334,0.219851,0.451124,0.305703,0.336483,0.356128,0.173221,0.409143,0.287825
982.000000,0.254036,0.477422,0.202430,0.485473,0.219718,0.450608,0.307563,0.337914,0.359102,0.176318,0.410254,0.284867
984.000000,0.256169,0.479014,0.205448,0.485701,0.220809,0.449695,0.309774,0.338554,0.360029,0.175175,0.412015,0.289674
986.000000,0.257502,0.480105,0.206661,0.486223,0.222187,0.451487,0.309969,0.339466,0.361626,0.177053,0.411863,0.290462
988.000000,0.257735,0.480231,0.206642,0.488920,0.223431,0.452522,0.309899,0.343569,0.361973,0.177198,0.412696,0.290426
990.000000,0.258739,0.483212,0.206493,0.489624,0.222639,0.454984,0.312565,0.345575,0.360896,0.177542,0.413997,0.290716
992.000000,0.260217,0.483966,0.207973,0.490061,0.222193,0.454876,0.311774,0.346198,0.366693,0.179380,0.415769,0.292291
994.000000,0.260189,0.484039,0.209244,0.491341,0.222970,0.455133,0.316911,0.348222,0.365899,0.179700,0.417773,0.293314
996.000000,0.264843,0.487819,0.212018,0.491972,0.226374,0.455942,0.315743,0.349750,0.366562,0.182708,0.418565,0.296242
998.000000,0.265257,0.490125,0.212796,0.493141,0.225719,0.455953,0.318752,0.353542,0.367885,0.182286,0.420921,0.296307
1000.000000,0.268607,0.491288,0.212290,0.495057,0.226688,0.458067,0.319804,0.354936,0.370130,0.183104,0.421113,0.298747
1002.000000,0.269230,0.492973,0.214262,0.497757,0.227096,0.458225,0.320337,0.357543,0.369237,0.185700,0.421979,0.300442
1004.000000,0.269537,0.495135,0.218294,0.497045,0.229882,0.458322,0.321756,0.359856,0.373792,0.187908,0.422954,0.300163
1006.000000,0.272475,0.498048,0.216866,0.496842,0.229726,0.460123,0.323000,0.362127,0.375272,0.188316,0.425485,0.303119
1008.000000,0.274066,0.497989,0.220161,0.498425,0.231196,0.460536,0.324814,0.364477,0.375615,0.190062,0.426517,0.305663
1010.000000,0.277702,0.500875,0.219530,0.499775,0.233386,0.461529,0.325503,0.365460,0.377796,0.190977,0.428459,0.305478
1012.000000,0.279434,0.500349,0.220060,0.503062,0.233842,0.461698,0.326919,0.367933,0.378136,0.190176,0.429814,0.307978
1014.000000,0.281464,0.503161,0.223632,0.501557,0.232943,0.464288,0.328651,0.371392,0.379496,0.192825,0.431357,0.308531
1016.000000,0.281538,0.504707,0.226286,0.502728,0.235999,0.462622,0.331859,0.371747,0.383261,0.192962,0.431957,0.309008
1018.000000,0.284366,0.506424,0.224651,0.504670,0.235712,0.464187,0.331508,0.374684,0.383164,0.194755,0.433277,0.309739
1020.000000,0.286340,0.509507,0.227657,0.505331,0.236726,0.467085,0.332881,0.376889,0.384009,0.194801,0.436348,0.311886
1022.000000,0.285788,0.508240,0.229057,0.505438,0.238032,0.465209,0.334738,0.378316,0.385472,0.196950,0.434814,0.313905
1024.000000,0.289249,0.511101,0.229592,0.507887,0.239652,0.467295,0.335112,0.381443,0.386316,0.195080,0.435909,0.313221
1026.000000,0.290381,0.512329,0.230356,0.509376,0.237309,0.468029,0.336267,0.384472,0.386638,0.198190,0.438840,0.316341
1028.000000,0.289237,0.514482,0.229305,0.509745,0.239419,0.468486,0.337906,0.384707,0.388221,0.202132,0.440717,0.317572
1030.000000,0.293205,0.514913,0.232956,0.510293,0.240556,0.468315,0.338284,0.385784,0.390852,0.201040,0.440589,0.318063
1032.000000,0.294363,0.516603,0.233508,0.509637,0.240364,0.468648,0.338728,0.387736,0.390272,0.201255,0.442206,0.319480
1034.000000,0.295426,0.518346,0.236091,0.511372,0.241783,0.470831,0.341869,0.388945,0.391023,0.204473,0.440917,0.319690
1036.000000,0.298393,0.516184,0.233868,0.512948,0.242467,0.470096,0.339982,0.387606,0.389017,0.202725,0.445006,0.320522
1038.000000,0.296706,0.518424,0.235324,0.514777,0.240952,0.472487,0.343260,0.390823,0.393083,0.204815,0.444070,0.319171
1040.000000,0.296714,0.521564,0.234699,0.514033,0.245434,0.472001,0.342281,0.391465,0.395490,0.204919,0.443440,0.323036
1042.000000,0.296911,0.520968,0.237596,0.515305,0.244279,0.471482,0.343566,0.391847,0.394577,0.205386,0.446737,0.322322
1044.000000,0.298612,0.521698,0.238879,0.514284,0.242910,0.471988,0.344466,0.394600,0.395656,0.207304,0.445906,0.322861
1046.000000,0.300138,0.523893,0.237766,0.515587,0.245168,0.473924,0.344401,0.396633,0.396689,0.205890,0.447813,0.323512
1048.000000,0.300855,0.523185,0.239215,0.515754,0.245419,0.473649,0.345792,0.396248,0.397342,0.207205,0.447184,0.322572
1050.000000,0.301259,0.523004,0.238685,0.516486,0.246543,0.473247,0.343195,0.397799,0.397131,0.207596,0.447685,0.324151
1052.000000,0.304340,0.524578,0.240468,0.518305,0.246309,0.474470,0.345815,0.397637,0.398327,0.205625,0.449453,0.324487
1054.000000,0.303362,0.524698,0.240185,0.518075,0.246794,0.473994,0.346621,0.397412,0.398548,0.206704,0.446500,0.324971
1056.000000,0.302688,0.525753,0.241423,0.516933,0.247488,0.473016,0.346693,0.398647,0.397361,0.208176,0.447408,0.325785
1058.000000,0.302434,0.525303,0.238427,0.519593,0.246068,0.474034,0.346727,0.397449,0.399537,0.210144,0.447921,0.328022
1060.000000,0.303827,0.525093,0.241951,0.519230,0.247188,0.473864,0.348668,0.400417,0.399299,0.209192,0.450173,0.327751
1062.000000,0.303554,0.527193,0.241725,0.519148,0.246536,0.474740,0.348159,0.397972,0.399827,0.208745,0.449131,0.326128
1064.000000,0.303274,0.526030,0.240374,0.518872,0.249354,0.472583,0.348826,0.400550,0.400491,0.210363,0.450128,0.326290
1066.000000,0.303603,0.525791,0.243185,0.520765,0.247589,0.476752,0.348721,0.401308,0.398609,0.208880,0.450473,0.327230
1068.000000,0.305492,0.526870,0.239644,0.520646,0.248602,0.474346,0.350339,0.398155,0.399666,0.208469,0.450387,0.326002
1070.000000,0.302961,0.525882,0.240570,0.519935,0.247047,0.474792,0.349909,0.399973,0.398473,0.208576,0.452407,0.329588
1072.000000,0.304537,0.525517,0.241950,0.520991,0.247530,0.477501,0.348356,0.401439,0.399253,0.208322,0.452236,0.326550
1074.000000,0.304488,0.525478,0.241897,0.520269,0.247515,0.475734,0.349522,0.400829,0.398004,0.209440,0.450461,0.327690
1076.000000,0.306685,0.526610,0.242274,0.518414,0.247256,0.473036,0.348570,0.402803,0.400042,0.207619,0.450761,0.327317
1078.000000,0.305366,0.526606,0.242222,0.520059,0.248353,0.474537,0.347843,0.398432,0.400301,0.210619,0.448661,0.327108
1080.000000,0.305474,0.524947,0.242446,0.519344,0.246312,0.475351,0.348764,0.402960,0.399345,0.208740,0.452439,0.328078
1082.000000,0.304948,0.524936,0.243011,0.520660,0.247284,0.474393,0.349471,0.401186,0.396725,0.208073,0.450768,0.326829
1084.000000,0.304775,0.524187,0.240619,0.520722,0.247470,0.474844,0.349384,0.401020,0.395976,0.209157,0.452885,0.328080
1086.000000,0.305131,0.524025,0.242586,0.520722,0.245677,0.473261,0.348243,0.399056,0.398184,0.208245,0.448598,0.328153
1088.000000,0.304136,0.523664,0.242527,0.519610,0.244912,0.474086,0.350081,0.399996,0.398626,0.209070,0.449821,0.328024
1090.000000,0.302182,0.524292,0.242045,0.518112,0.246018,0.473823,0.349920,0.400973,0.398994,0.210068,0.450555,0.327875
1092.000000,0.305619,0.524521,0.240983,0.520811,0.245305,0.473649,0.348356,0.400716,0.396363,0.207011,0.448907,0.326895
1094.000000,0.302733,0.525092,0.241081,0.519466,0.245152,0.473241,0.348732,0.401758,0.398086,0.207147,0.449777,0.325486
1096.000000,0.302141,0.523115,0.241732,0.519756,0.244200,0.474293,0.347397,0.401819,0.395130,0.206441,0.448975,0.327181
1098.000000,0.303969,0.522955,0.240989,0.517259,0.243283,0.471688,0.349995,0.402199,0.395977,0.204956,0.447114,0.325584
1100.000000,0.302214,0.522962,0.240845,0.517311,0.241522,0.473497,0.346940,0.400494,0.393560,0.204237,0.447458,0.326700
1102.000000,0.302617,0.522527,0.239537,0.518669,0.242277,0.472581,0.346887,0.401960,0.394228,0.203529,0.446840,0.325082
1104.000000,0.302924,0.521467,0.240577,0.518328,0.241500,0.469815,0.346863,0.399703,0.391420,0.204501,0.448162,0.326817
1106.000000,0.301506,0.519740,0.238874,0.516085,0.240895,0.469774,0.346701,0.400673,0.391070,0.202362,0.444939,0.323237
1108.000000,0.301745,0.518404,0.240783,0.516277,0.238734,0.468628,0.346874,0.399261,0.392001,0.201971,0.445974,0.326470
1110.000000,0.298880,0.518634,0.240712,0.516892,0.237509,0.469033,0.345582,0.397776,0.392591,0.202926,0.447285,0.324311
1112.000000,0.298242,0.515490,0.238370,0.518313,0.236944,0.467433,0.346141,0.397017,0.388092,0.198774,0.446749,0.323435
1114.000000,0.299167,0.514796,0.238862,0.517010,0.237419,0.465989,0.344813,0.398288,0.387924,0.199147,0.442700,0.324648
1116.000000,0.296935,0.513566,0.238171,0.516547,0.234729,0.468431,0.344499,0.397115,0.387697,0.199308,0.443241,0.322899
1118.000000,0.297657,0.512921,0.238321,0.515472,0.232874,0.466701,0.341205,0.396237,0.387731,0.196265,0.443549,0.322719
1120.000000,0.297029,0.512903,0.237428,0.514139,0.231582,0.464991,0.342583,0.397306,0.382935,0.197201,0.442385,0.323218
1122.000000,0.297123,0.508110,0.236201,0.513066,0.232664,0.464164,0.343249,0.396374,0.382845,0.193051,0.439787,0.323034
1124.000000,0.294542,0.507828,0.235474,0.512569,0.229409,0.461459,0.341292,0.395160,0.380916,0.192115,0.439625,0.322380
1126.000000,0.294676,0.507022,0.236655,0.512848,0.228167,0.463162,0.339937,0.393696,0.377334,0.189849,0.436874,0.321605
1128.000000,0.294102,0.503930,0.235512,0.510892,0.226068,0.462153,0.338955,0.393319,0.378417,0.190547,0.435794,0.320028
1130.000000,0.291773,0.500842,0.233253,0.510796,0.223850,0.459196,0.338360,0.390953,0.374176,0.188309,0.434290,0.318477
1132.000000,0.290634,0.500359,0.234658,0.509511,0.220240,0.458373,0.338335,0.390521,0.371706,0.187290,0.434323,0.319415
1134.000000,0.288437,0.496658,0.234138,0.508866,0.219349,0.457997,0.337491,0.389470,0.370827,0.185765,0.434320,0.317140
1136.000000,0.288782,0.496952,0.235970,0.507983,0.217848,0.455634,0.334469,0.390254,0.369987,0.182238,0.431691,0.318880
1138.000000,0.285681,0.494218,0.233662,0.506733,0.213497,0.451401,0.332967,0.388281,0.366333,0.181013,0.429249,0.317226
1140.000000,0.283570,0.492336,0.231013,0.504435,0.211281,0.453638,0.332742,0.388043,0.364517,0.178772,0.427629,0.314443
1142.000000,0.283760,0.490053,0.230483,0.504043,0.210343,0.451142,0.328696,0.389095,0.361095,0.177183,0.427084,0.314483
1144.000000,0.280076,0.488711,0.229369,0.503099,0.209435,0.450255,0.328621,0.387215,0.360858,0.174141,0.423643,0.315424
1146.000000,0.279835,0.486317,0.229673,0.503535,0.206565,0.448669,0.327406,0.384344,0.357294,0.175625,0.422997,0.314109
1148.000000,0.278264,0.483481,0.226958,0.502201,0.203334,0.446949,0.327989,0.384373,0.354817,0.172188,0.420017,0.313708
1150.000000,0.276326,0.478482,0.226529,0.500636,0.200983,0.447673,0.324956,0.384591,0.351143,0.168932,0.419710,0.311340
1152.000000,0.274495,0.478563,0.225725,0.499296,0.199177,0.443003,0.322437,0.381491,0.348189,0.166987,0.416836,0.310687
1154.000000,0.273201,0.473854,0.223950,0.498703,0.195149,0.440550,0.322818,0.380851,0.347163,0.162698,0.416065,0.308976
1156.000000,0.269691,0.472703,0.224041,0.495716,0.193118,0.439638,0.321580,0.378364,0.344077,0.160467,0.414314,0.308182
1158.000000,0.268283,0.469767,0.224487,0.494891,0.191216,0.437792,0.320700,0.379307,0.342440,0.159110,0.411498,0.308589
1160.000000,0.267650,0.466054,0.221688,0.494048,0.186621,0.434814,0.317708,0.377400,0.338219,0.157279,0.411674,0.307541
1162.000000,0.267433,0.463100,0.220826,0.492738,0.185932,0.433943,0.315863,0.376896,0.335608,0.154452,0.406246,0.307038
1164.000000,0.265754,0.462756,0.219761,0.492667,0.184171,0.431571,0.314141,0.374159,0.333793,0.153917,0.405827,0.304748
1166.000000,0.264864,0.460015,0.218649,0.489350,0.179842,0.431010,0.314905,0.373303,0.332400,0.150546,0.405178,0.304973
1168.000000,0.261054,0.456316,0.219537,0.490977,0.179125,0.428755,0.310831,0.373647,0.329088,0.148735,0.404330,0.302282
1170.000000,0.259835,0.453773,0.217384,0.488394,0.174979,0.427112,0.310237,0.372151,0.326400,0.146328,0.400854,0.301320
1172.000000,0.257425,0.452532,0.216727,0.486959,0.173087,0.426200,0.308517,0.369827,0.323547,0.143105,0.401229,0.300911
1174.000000,0.256899,0.449425,0.215846,0.484105,0.173055,0.424992,0.309991,0.368549,0.320039,0.142402,0.398885,0.301405
1176.000000,0.253968,0.446614,0.213798,0.484919,0.168296,0.423157,0.306867,0.367369,0.320071,0.140032,0.397450,0.299986
1178.000000,0.253313,0.446520,0.213333,0.482672,0.166320,0.418770,0.306593,0.368567,0.315679,0.139392,0.395582,0.298624
1180.000000,0.252124,0.444560,0.213886,0.482423,0.164779,0.420692,0.305254,0.365908,0.315029,0.137056,0.392188,0.298411
1182.000000,0.250829,0.440772,0.212051,0.480834,0.163809,0.418225,0.302531,0.365376,0.311794,0.134687,0.391731,0.298845
1184.000000,0.249146,0.441307,0.211972,0.480886,0.161522,0.418178,0.303075,0.365013,0.310724,0.134237,0.392119,0.296331
1186.000000,0.247745,0.437285,0.210526,0.480107,0.158185,0.416649,0.302488,0.364704,0.308314,0.134101,0.389381,0.295585
1188.000000,0.249582,0.435238,0.209772,0.479290,0.156788,0.415200,0.300610,0.362922,0.309468,0.131891,0.388270,0.294419
1190.000000,0.248058,0.436198,0.207668,0.478484,0.157294,0.414454,0.298923,0.361081,0.307011,0.132602,0.388850,0.293980
1192.000000,0.247212,0.433419,0.209176,0.478641,0.156138,0.412470,0.297592,0.361236,0.307235,0.129202,0.387939,0.294358
1194.000000,0.247432,0.434738,0.207936,0.477724,0.155784,0.413621,0.297138,0.362323,0.304134,0.127325,0.389164,0.292816
1196.000000,0.245119,0.430492,0.206533,0.476561,0.153267,0.412046,0.298029,0.360949,0.303976,0.128368,0.387339,0.292140
1198.000000,0.245630,0.431435,0.206830,0.476765,0.154146,0.410690,0.298807,0.361761,0.302705,0.127791,0.387506,0.292416
1200.000000,0.244497,0.433338,0.207719,0.475606,0.152722,0.409874,0.296496,0.359081,0.303301,0.126555,0.385754,0.293114
1202.000000,0.245678,0.431068,0.206603,0.474157,0.153528,0.410894,0.294045,0.362374,0.301920,0.125973,0.383517,0.291682
1204.000000,0.243456,0.430642,0.204906,0.474804,0.152634,0.409756,0.296304,0.358983,0.301666,0.126316,0.386991,0.289834
1206.000000,0.243537,0.430661,0.206169,0.474822,0.151936,0.409129,0.294527,0.357642,0.302340,0.124061,0.385425,0.290435
1208.000000,0.245408,0.430777,0.207503,0.474358,0.151925,0.409434,0.294860,0.358792,0.303534,0.126188,0.381533,0.288436
1210.000000,0.244462,0.432143,0.202994,0.475529,0.153526,0.412199,0.298183,0.358062,0.302543,0.125633,0.385147,0.289786
1212.000000,0.242151,0.433472,0.206267,0.474585,0.154463,0.409588,0.294713,0.356654,0.303303,0.127080,0.384631,0.288936
1214.000000,0.243332,0.432950,0.204024,0.474718,0.155224,0.410204,0.295793,0.358748,0.303271,0.127604,0.385907,0.288922
1216.000000,0.244475,0.432973,0.205715,0.473324,0.154934,0.410946,0.295425,0.359494,0.305560,0.129283,0.384915,0.288473
1218.000000,0.246066,0.434180,0.206192,0.474441,0.155888,0.409838,0.296390,0.358135,0.306067,0.128440,0.386932,0.287985
1220.000000,0.243915,0.435069,0.204552,0.475730,0.155899,0.408459,0.296096,0.356519,0.306496,0.129686,0.387938,0.288819
1222.000000,0.246329,0.435726,0.203759,0.474105,0.159008,0.408705,0.298943,0.358205,0.307083,0.128568,0.388154,0.288159
1224.000000,0.243937,0.434255,0.204379,0.474212,0.160716,0.409985,0.297250,0.356428,0.307464,0.130451,0.387530,0.287598
1226.000000,0.244311,0.437318,0.204274,0.474925,0.160115,0.411008,0.296275,0.358131,0.308250,0.131266,0.391425,0.288505
1228.000000,0.247914,0.439713,0.204070,0.473247,0.160358,0.411901,0.298311,0.357671,0.310094,0.130700,0.387548,0.287590
1230.000000,0.246998,0.441086,0.202876,0.475544,0.164570,0.412316,0.297589,0.357765,0.311958,0.131492,0.388758,0.288787
1232.000000,0.247365,0.441986,0.203089,0.474783,0.164211,0.413229,0.299378,0.358632,0.311924,0.134107,0.389230,0.288767
1234.000000,0.249049,0.444186,0.204478,0.475106,0.166489,0.412724,0.299403,0.353753,0.314972,0.135333,0.391377,0.285178
1236.000000,0.248510,0.445006,0.202639,0.475482,0.168244,0.414384,0.300049,0.355454,0.315387,0.137001,0.392295,0.288682
1238.000000,0.251028,0.445911,0.202028,0.475482,0.170370,0.412163,0.298061,0.355484,0.316377,0.137039,0.391972,0.286716
1240.000000,0.249255,0.449905,0.203694,0.475454,0.171551,0.413878,0.297427,0.356541,0.319082,0.139630,0.392403,0.284493
1242.000000,0.250386,0.449384,0.200473,0.475135,0.173531,0.413172,0.300889,0.355583,0.319468,0.138367,0.393784,0.286367
1244.000000,0.251136,0.451460,0.201617,0.474260,0.174773,0.412620,0.300080,0.355095,0.321203,0.139594,0.395351,0.286485
1246.000000,0.251898,0.453755,0.203115,0.475974,0.175225,0.413569,0.300183,0.354525,0.321399,0.141750,0.394708,0.284936
1248.000000,0.251693,0.453097,0.200597,0.475884,0.177634,0.416010,0.299693,0.353225,0.325051,0.142837,0.395923,0.283555
