Wavelength,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11,sample_12
924.000000,0.335222,0.379346,0.236256,0.258515,0.254800,0.348983,0.224917,0.505628,0.477386,0.530036,0.359828,0.494919
925.000000,0.334478,0.379999,0.233834,0.260004,0.253845,0.348582,0.225072,0.505191,0.479050,0.529142,0.357343,0.493563
926.000000,0.333892,0.380181,0.234646,0.256964,0.255050,0.348546,0.224600,0.504687,0.478347,0.528477,0.355618,0.494523
927.000000,0.333565,0.379298,0.234044,0.257201,0.252606,0.349181,0.224844,0.503554,0.476886,0.527928,0.356395,0.491511
928.000000,0.331653,0.379055,0.232058,0.254923,0.252556,0.346314,0.224012,0.504067,0.473930,0.527205,0.355770,0.491327
929.000000,0.332660,0.378932,0.231930,0.255533,0.249562,0.345439,0.222597,0.503366,0.475356,0.526530,0.355090,0.491813
930.000000,0.331901,0.377917,0.232891,0.252753,0.250380,0.344164,0.221870,0.501874,0.474272,0.525999,0.355450,0.491404
931.000000,0.330902,0.378882,0.234488,0.252815,0.248346,0.344986,0.223331,0.501947,0.474265,0.524064,0.353411,0.490271
932.000000,0.330347,0.379242,0.232711,0.251819,0.248674,0.342813,0.222582,0.499805,0.472635,0.523915,0.354273,0.489163
933.000000,0.329357,0.376955,0.230028,0.253079,0.248172,0.343088,0.221913,0.499707,0.473905,0.523578,0.354308,0.488377
934.000000,0.330364,0.377516,0.228265,0.250364,0.246736,0.341973,0.221589,0.499239,0.473583,0.522562,0.354589,0.489096
935.000000,0.327508,0.376403,0.231730,0.248122,0.248295,0.343286,0.220209,0.498471,0.473216,0.520722,0.352992,0.487540
936.000000,0.326555,0.376620,0.230522,0.248381,0.246517,0.341033,0.220522,0.497585,0.471113,0.520443,0.353236,0.485763
937.000000,0.325378,0.377433,0.231382,0.248817,0.245470,0.341270,0.222388,0.496519,0.469885,0.521299,0.351263,0.485042
938.000000,0.324371,0.375990,0.228985,0.244037,0.244264,0.338603,0.220538,0.497067,0.470749,0.521369,0.350918,0.486826
939.000000,0.323435,0.373326,0.229843,0.243817,0.244475,0.339677,0.218592,0.493797,0.471610,0.519871,0.352090,0.483938
940.000000,0.323073,0.375175,0.229969,0.243424,0.240493,0.337687,0.217878,0.493415,0.469384,0.522030,0.348894,0.484279
941.000000,0.323182,0.375579,0.228310,0.242255,0.242528,0.337815,0.215067,0.492597,0.469235,0.517754,0.349392,0.484714
942.000000,0.322886,0.373756,0.227972,0.241362,0.239403,0.339812,0.218529,0.491695,0.468022,0.518536,0.350459,0.483271
943.000000,0.321914,0.374610,0.228069,0.239427,0.239078,0.337902,0.217787,0.489337,0.467237,0.518809,0.348663,0.481347
944.000000,0.320420,0.372569,0.228240,0.241188,0.239466,0.336222,0.216005,0.491976,0.467892,0.518019,0.348141,0.480476
945.000000,0.321422,0.371427,0.227344,0.237432,0.239414,0.338943,0.214676,0.488865,0.466632,0.517056,0.347724,0.482762
946.000000,0.320614,0.372715,0.228001,0.237745,0.236321,0.334237,0.214521,0.489368,0.466659,0.516932,0.347680,0.479265
947.000000,0.319084,0.370489,0.226245,0.238104,0.236274,0.335741,0.215701,0.487100,0.466293,0.515392,0.348235,0.479184
948.000000,0.317979,0.371688,0.225067,0.236165,0.236217,0.332483,0.214761,0.488487,0.465679,0.516490,0.347673,0.479557
949.000000,0.318588,0.372908,0.228073,0.234378,0.235287,0.333231,0.215149,0.486446,0.465451,0.515617,0.346374,0.478432
950.000000,0.317658,0.369418,0.225204,0.233200,0.235705,0.331605,0.214165,0.485484,0.463619,0.513006,0.347084,0.478711
951.000000,0.315475,0.369768,0.224966,0.233540,0.237690,0.332710,0.214683,0.486227,0.463155,0.513724,0.345979,0.476177
952.000000,0.316333,0.369750,0.225208,0.232266,0.234103,0.332031,0.213741,0.484771,0.463644,0.511419,0.346160,0.476965
953.000000,0.316167,0.370468,0.225094,0.232514,0.232406,0.331214,0.213872,0.484363,0.463306,0.514074,0.343955,0.477409
954.000000,0.314537,0.369930,0.224409,0.230230,0.231332,0.332185,0.210645,0.484604,0.462463,0.512385,0.346424,0.476993
955.000000,0.315187,0.371477,0.224563,0.231804,0.231822,0.330124,0.211211,0.484758,0.462909,0.513142,0.344629,0.475346
956.000000,0.313133,0.370831,0.224343,0.230505,0.230758,0.330643,0.211813,0.482697,0.463283,0.511341,0.341405,0.474532
957.000000,0.315546,0.370189,0.224376,0.230019,0.231751,0.330791,0.213009,0.482114,0.463295,0.509277,0.345579,0.475432
958.000000,0.315112,0.369675,0.221680,0.230751,0.231356,0.328171,0.213585,0.482753,0.463278,0.513480,0.343715,0.473600
959.000000,0.313300,0.369777,0.225774,0.228397,0.230098,0.328620,0.211338,0.482928,0.460336,0.510711,0.343128,0.475922
960.000000,0.313639,0.368397,0.223620,0.227679,0.232241,0.329168,0.210712,0.483548,0.460300,0.509346,0.342757,0.474553
961.000000,0.310624,0.370012,0.224242,0.227472,0.229253,0.329523,0.209215,0.480748,0.461015,0.511287,0.343666,0.473490
962.000000,0.311673,0.367959,0.222198,0.227490,0.229642,0.330126,0.211904,0.481273,0.461255,0.512003,0.342229,0.472956
963.000000,0.312368,0.369844,0.223040,0.227303,0.230213,0.328334,0.210386,0.482578,0.460836,0.509621,0.342457,0.473237
964.000000,0.311460,0.370154,0.222794,0.226324,0.230320,0.328114,0.213816,0.483226,0.460452,0.509611,0.342426,0.472202
965.000000,0.313156,0.369160,0.224913,0.224941,0.230601,0.327474,0.210066,0.480152,0.460661,0.509868,0.342658,0.474189
966.000000,0.314387,0.368777,0.222856,0.226264,0.229690,0.328628,0.212885,0.480339,0.461441,0.508470,0.342435,0.472857
967.000000,0.311201,0.369380,0.224220,0.227097,0.230293,0.327988,0.211530,0.481434,0.459651,0.508874,0.343830,0.474062
968.000000,0.311567,0.366168,0.222854,0.226837,0.228600,0.328035,0.209782,0.480491,0.463379,0.511364,0.343305,0.474240
969.000000,0.312708,0.369404,0.223116,0.227916,0.230251,0.328276,0.211098,0.480368,0.461144,0.509499,0.343512,0.474745
970.000000,0.314192,0.369084,0.223410,0.228739,0.230348,0.329018,0.211721,0.481473,0.462294,0.508877,0.343843,0.474145
971.000000,0.311507,0.369266,0.225048,0.227663,0.231111,0.328037,0.210835,0.482921,0.460814,0.509379,0.343282,0.475169
972.000000,0.313167,0.370164,0.222005,0.228458,0.228127,0.327999,0.212036,0.480248,0.462152,0.511053,0.342526,0.475619
973.000000,0.314968,0.369548,0.222732,0.228066,0.229130,0.329410,0.212179,0.483284,0.461893,0.508186,0.345551,0.474716
974.000000,0.311763,0.368670,0.222275,0.229284,0.231145,0.326196,0.212151,0.481480,0.462897,0.510632,0.344902,0.475039
975.000000,0.312442,0.369878,0.223331,0.229751,0.227997,0.328898,0.211758,0.482712,0.462120,0.513087,0.345843,0.474462
976.000000,0.313647,0.370320,0.223825,0.229229,0.231510,0.328665,0.210845,0.484309,0.464180,0.512935,0.345549,0.474367
977.000000,0.313935,0.370621,0.223261,0.229410,0.232488,0.331370,0.212214,0.483436,0.461477,0.511788,0.344366,0.477007
978.000000,0.315692,0.370944,0.224401,0.228974,0.231304,0.330110,0.212764,0.483246,0.464289,0.512874,0.342817,0.476737
979.000000,0.315581,0.372119,0.223401,0.229662,0.231942,0.330409,0.211035,0.484733,0.463858,0.513237,0.344301,0.477258
980.000000,0.314062,0.370311,0.224698,0.229936,0.231829,0.331373,0.213427,0.484351,0.463150,0.512207,0.346557,0.476454
981.000000,0.316884,0.371911,0.227236,0.231512,0.232952,0.331310,0.213532,0.485593,0.466577,0.513689,0.346235,0.479175
982.000000,0.316358,0.373383,0.226777,0.230831,0.233587,0.332018,0.212727,0.485450,0.466958,0.515013,0.346358,0.477861
983.000000,0.318810,0.370735,0.226918,0.232065,0.234040,0.333063,0.214108,0.487134,0.463546,0.512448,0.344746,0.477856
984.000000,0.317541,0.373045,0.226102,0.230647,0.234663,0.333119,0.214568,0.485531,0.466334,0.514803,0.347716,0.478683
985.000000,0.318195,0.372692,0.225960,0.235512,0.235841,0.333716,0.217270,0.486596,0.467424,0.515127,0.347157,0.481456
986.000000,0.320066,0.373337,0.226764,0.234393,0.236573,0.333765,0.216040,0.486917,0.467745,0.515433,0.348045,0.479429
987.000000,0.321010,0.373249,0.228284,0.235931,0.239504,0.334278,0.217355,0.489016,0.469426,0.515932,0.350171,0.480470
988.000000,0.321444,0.374446,0.229633,0.237830,0.238040,0.336174,0.216719,0.488317,0.469848,0.516759,0.348862,0.484827
989.000000,0.320085,0.376933,0.230119,0.237603,0.239610,0.337125,0.215499,0.489957,0.469455,0.517474,0.349546,0.483600
990.000000,0.323107,0.374317,0.230313,0.239710,0.239547,0.336117,0.218597,0.490369,0.472136,0.518928,0.351271,0.482679
991.000000,0.322357,0.374915,0.229422,0.238015,0.240417,0.339052,0.217833,0.493807,0.471482,0.518955,0.352580,0.483104
992.000000,0.324470,0.375297,0.230674,0.242673,0.240208,0.339824,0.218737,0.492210,0.470898,0.518988,0.351942,0.483307
993.000000,0.323673,0.378853,0.230828,0.242408,0.241268,0.340819,0.218615,0.492809,0.471417,0.519029,0.354463,0.485888
994.000000,0.326424,0.377199,0.231458,0.242598,0.242580,0.340946,0.220347,0.495257,0.473946,0.520114,0.352381,0.487348
995.000000,0.326069,0.378182,0.234215,0.244904,0.244935,0.342100,0.221958,0.497627,0.472657,0.521579,0.352881,0.488983
996.000000,0.326505,0.378359,0.230943,0.243420,0.246808,0.344478,0.222454,0.496770,0.473799,0.521356,0.353482,0.486427
997.000000,0.329428,0.378379,0.233004,0.245427,0.244941,0.342833,0.223744,0.497809,0.474739,0.523763,0.354065,0.487866
998.000000,0.329893,0.379656,0.234991,0.248301,0.247187,0.342942,0.224531,0.500111,0.476113,0.524011,0.356757,0.489953
999.000000,0.329985,0.382923,0.232859,0.246145,0.247388,0.343316,0.221409,0.500682,0.476350,0.525497,0.356154,0.493750
1000.000000,0.333007,0.382436,0.234232,0.249739,0.249519,0.347476,0.222919,0.501222,0.476020,0.524495,0.356439,0.492746
1001.000000,0.332078,0.380773,0.234900,0.250887,0.251895,0.348365,0.222966,0.501215,0.479298,0.525088,0.358951,0.493138
1002.000000,0.333520,0.382859,0.235763,0.253507,0.251415,0.346553,0.226072,0.503259,0.478534,0.527844,0.360121,0.492449
1003.000000,0.334729,0.381967,0.234948,0.251142,0.252860,0.347635,0.225415,0.502452,0.481765,0.527631,0.361076,0.492467
1004.000000,0.334816,0.381611,0.237699,0.255526,0.255412,0.348925,0.226288,0.504201,0.480857,0.528093,0.361630,0.495541
1005.000000,0.336883,0.384995,0.238330,0.254550,0.255464,0.351360,0.227231,0.507270,0.482628,0.529790,0.360567,0.496319
1006.000000,0.336853,0.385724,0.238732,0.255854,0.255296,0.349736,0.228500,0.508153,0.482800,0.530547,0.362491,0.497066
1007.000000,0.337949,0.386197,0.237911,0.256269,0.257262,0.349942,0.227300,0.508300,0.484290,0.529423,0.363440,0.497867
1008.000000,0.340694,0.385266,0.239424,0.257589,0.257320,0.354958,0.228192,0.506941,0.484349,0.532854,0.363194,0.498409
1009.000000,0.339256,0.386151,0.238992,0.260260,0.259607,0.353981,0.230114,0.508664,0.484814,0.531846,0.364557,0.499086
1010.000000,0.338844,0.387646,0.240108,0.259917,0.260734,0.354996,0.231970,0.510190,0.486467,0.534738,0.363858,0.502354
1011.000000,0.343821,0.387862,0.243140,0.262934,0.259877,0.355202,0.231399,0.511687,0.488649,0.532480,0.365195,0.500972
1012.000000,0.345704,0.387646,0.241623,0.262684,0.262436,0.356732,0.231281,0.511589,0.486676,0.534900,0.366902,0.502469
1013.000000,0.343686,0.386984,0.240875,0.263275,0.263150,0.355602,0.230565,0.513564,0.488515,0.535158,0.368738,0.503584
1014.000000,0.343079,0.389274,0.242773,0.265089,0.264808,0.357116,0.234300,0.516538,0.488482,0.534120,0.369074,0.505198
1015.000000,0.345620,0.390790,0.241763,0.267068,0.266078,0.358892,0.233237,0.516119,0.489750,0.537497,0.369268,0.504497
1016.000000,0.346546,0.389057,0.242432,0.267552,0.266694,0.357335,0.233443,0.516873,0.490034,0.535648,0.369362,0.507173
1017.000000,0.347532,0.391429,0.243098,0.268946,0.266870,0.360110,0.233483,0.516558,0.488571,0.538002,0.369873,0.506449
1018.000000,0.347483,0.391649,0.244195,0.270672,0.269047,0.360843,0.234358,0.516843,0.491254,0.540108,0.369157,0.507688
1019.000000,0.350037,0.392586,0.246068,0.272103,0.268167,0.361685,0.235425,0.518146,0.493168,0.539172,0.370414,0.510300
1020.000000,0.350827,0.393217,0.246193,0.271737,0.268628,0.362203,0.236725,0.518570,0.492104,0.539484,0.371081,0.508481
1021.000000,0.349638,0.392151,0.246611,0.272008,0.267645,0.362510,0.236321,0.521183,0.494479,0.541860,0.373081,0.510949
1022.000000,0.352644,0.391718,0.245454,0.274113,0.271645,0.362421,0.238271,0.522334,0.494416,0.541469,0.374061,0.511996
1023.000000,0.354794,0.393282,0.246466,0.275470,0.271749,0.365109,0.238382,0.521808,0.494702,0.541958,0.374451,0.512048
1024.000000,0.353692,0.395174,0.247724,0.274479,0.273806,0.365369,0.241382,0.523726,0.496447,0.544268,0.375482,0.512351
1025.000000,0.353944,0.394202,0.247258,0.275967,0.272255,0.364983,0.237974,0.525834,0.496855,0.542440,0.374944,0.515308
1026.000000,0.354882,0.394498,0.248031,0.277033,0.274377,0.367092,0.240347,0.527090,0.497212,0.543748,0.374448,0.513865
1027.000000,0.356364,0.393808,0.249164,0.278416,0.276274,0.367390,0.240852,0.526650,0.498410,0.545658,0.375927,0.514762
1028.000000,0.354724,0.397809,0.248776,0.278710,0.275532,0.367862,0.240128,0.526433,0.498185,0.544128,0.375784,0.514883
1029.000000,0.357306,0.397297,0.249742,0.281001,0.277710,0.366786,0.241721,0.528055,0.496909,0.547689,0.377685,0.516015
1030.000000,0.357420,0.397644,0.251489,0.279488,0.277461,0.370229,0.242849,0.529357,0.498732,0.546234,0.377173,0.517455
1031.000000,0.360308,0.398234,0.250094,0.280288,0.278683,0.368899,0.242617,0.526666,0.497847,0.547847,0.377924,0.516824
1032.000000,0.358916,0.398224,0.251803,0.282284,0.279988,0.370763,0.244332,0.530803,0.500834,0.548350,0.379192,0.515581
1033.000000,0.361370,0.397772,0.251530,0.283168,0.281003,0.370441,0.241184,0.529404,0.501583,0.547815,0.378220,0.518775
1034.000000,0.359191,0.398211,0.249840,0.282591,0.280778,0.371393,0.242920,0.530022,0.502123,0.547961,0.380374,0.517738
1035.000000,0.361456,0.398293,0.250529,0.284116,0.280488,0.373449,0.245625,0.530790,0.502149,0.548855,0.378497,0.520095
1036.000000,0.361743,0.401691,0.251112,0.284976,0.281439,0.373326,0.245436,0.532032,0.503091,0.550052,0.380573,0.519870
1037.000000,0.361092,0.399936,0.251393,0.285614,0.283110,0.374405,0.245425,0.531149,0.500994,0.548779,0.380582,0.521316
1038.000000,0.362656,0.399228,0.252449,0.286765,0.282008,0.374068,0.246466,0.532504,0.502895,0.548973,0.381894,0.519908
1039.000000,0.364192,0.400459,0.253435,0.286535,0.283387,0.374580,0.243651,0.533823,0.502005,0.552055,0.380073,0.520787
1040.000000,0.363138,0.399273,0.254345,0.289235,0.283696,0.372832,0.246685,0.534006,0.503464,0.550216,0.380283,0.521431
1041.000000,0.362235,0.402068,0.253657,0.288783,0.284477,0.374708,0.247264,0.534639,0.505826,0.551670,0.382918,0.520720
1042.000000,0.364357,0.400171,0.253152,0.288003,0.284050,0.375196,0.245838,0.534387,0.505675,0.551464,0.382118,0.523729
1043.000000,0.363902,0.401592,0.251754,0.289399,0.283668,0.377025,0.249411,0.535839,0.505603,0.551843,0.382746,0.521390
1044.000000,0.364876,0.402404,0.254134,0.289901,0.286483,0.375659,0.247250,0.536617,0.505103,0.553753,0.382492,0.524495
1045.000000,0.365535,0.401960,0.254307,0.291443,0.287352,0.376779,0.245122,0.536955,0.504621,0.552544,0.384367,0.524188
1046.000000,0.364292,0.401897,0.254672,0.290059,0.285003,0.377073,0.247945,0.536767,0.506117,0.552565,0.384045,0.523915
1047.000000,0.364748,0.402031,0.256793,0.291838,0.287555,0.378323,0.247082,0.537642,0.507343,0.552932,0.384265,0.524794
1048.000000,0.367197,0.402171,0.256115,0.291504,0.288643,0.377335,0.249193,0.537922,0.506932,0.552964,0.383122,0.525086
1049.000000,0.366528,0.401848,0.255838,0.293326,0.288514,0.378585,0.248792,0.540058,0.505212,0.553051,0.385048,0.524672
1050.000000,0.364807,0.402164,0.254260,0.293480,0.287844,0.376327,0.247850,0.538914,0.507165,0.553461,0.383799,0.525660
1051.000000,0.368464,0.404272,0.254868,0.292722,0.287644,0.376679,0.250145,0.537906,0.505398,0.555852,0.384366,0.526369
1052.000000,0.368245,0.402853,0.255436,0.292581,0.288980,0.376257,0.249765,0.537367,0.508353,0.555115,0.383882,0.524954
1053.000000,0.367539,0.402337,0.254897,0.293651,0.289445,0.379560,0.248171,0.538286,0.507082,0.554262,0.385303,0.526492
1054.000000,0.367204,0.402758,0.256305,0.293249,0.289576,0.379669,0.249011,0.538470,0.506765,0.555780,0.386725,0.523753
1055.000000,0.369611,0.404518,0.256285,0.295378,0.289570,0.380100,0.249833,0.539553,0.509008,0.553392,0.386079,0.524670
1056.000000,0.369367,0.404228,0.254954,0.294029,0.288924,0.378722,0.249096,0.538567,0.508940,0.556523,0.385592,0.527372
1057.000000,0.371631,0.404239,0.257345,0.293783,0.290672,0.379020,0.249261,0.540672,0.508792,0.556601,0.386315,0.526584
1058.000000,0.369888,0.403539,0.256348,0.293952,0.290951,0.379634,0.249757,0.538289,0.510919,0.557689,0.386472,0.526330
1059.000000,0.370063,0.404480,0.254605,0.293408,0.290900,0.381358,0.248771,0.538232,0.509519,0.556601,0.386588,0.527300
1060.000000,0.369706,0.403365,0.256364,0.295373,0.291016,0.381757,0.247712,0.539903,0.508385,0.556153,0.386843,0.527114
1061.000000,0.370877,0.403843,0.256769,0.294178,0.292780,0.380994,0.250282,0.539356,0.509684,0.557123,0.385760,0.526667
1062.000000,0.370862,0.405159,0.257525,0.296265,0.290660,0.380658,0.248144,0.539089,0.509003,0.555312,0.387033,0.526149
1063.000000,0.371655,0.405142,0.256270,0.294030,0.292739,0.381777,0.249222,0.539846,0.510670,0.555639,0.385289,0.525942
1064.000000,0.370040,0.403356,0.257484,0.295594,0.290886,0.380291,0.248517,0.539847,0.509788,0.556057,0.387729,0.528759
1065.000000,0.370274,0.403546,0.256883,0.296749,0.292881,0.380250,0.248706,0.540732,0.509980,0.557567,0.386151,0.527696
1066.000000,0.370369,0.404566,0.255412,0.293567,0.293148,0.380595,0.250838,0.540203,0.508241,0.555410,0.388524,0.529176
1067.000000,0.371770,0.406232,0.255336,0.297847,0.291754,0.379819,0.250238,0.540375,0.509818,0.555363,0.384986,0.527849
1068.000000,0.372600,0.402631,0.257889,0.295502,0.293831,0.380686,0.250243,0.540989,0.509763,0.556611,0.389181,0.528702
1069.000000,0.370756,0.404859,0.257970,0.296156,0.292753,0.379797,0.249219,0.542076,0.508848,0.557133,0.385936,0.528275
1070.000000,0.370896,0.403231,0.257097,0.296664,0.291511,0.381983,0.249905,0.542591,0.509694,0.555744,0.386436,0.528488
1071.000000,0.371733,0.403991,0.258261,0.296886,0.292110,0.381535,0.250955,0.541315,0.510384,0.557141,0.387987,0.528568
1072.000000,0.371264,0.404273,0.257805,0.296491,0.293704,0.382444,0.250537,0.541429,0.509967,0.557853,0.388351,0.528050
1073.000000,0.372544,0.404221,0.257406,0.297263,0.293573,0.379399,0.251414,0.541046,0.508571,0.557691,0.387486,0.527276
1074.000000,0.369416,0.404104,0.255778,0.296823,0.291662,0.382934,0.251551,0.541726,0.509713,0.556840,0.388691,0.529270
1075.000000,0.370910,0.404635,0.258378,0.298094,0.292643,0.379454,0.250321,0.541640,0.509510,0.556384,0.387023,0.530084
1076.000000,0.371016,0.404074,0.257132,0.296876,0.293040,0.379812,0.248700,0.542570,0.510154,0.558190,0.387433,0.530126
1077.000000,0.369533,0.403121,0.256151,0.298330,0.292375,0.380364,0.249767,0.539340,0.510017,0.556440,0.387537,0.527878
1078.000000,0.370937,0.405330,0.255800,0.297268,0.295278,0.382257,0.250390,0.540967,0.509481,0.557327,0.387298,0.527651
1079.000000,0.371027,0.405261,0.256648,0.294555,0.293184,0.381129,0.249667,0.541504,0.509392,0.558297,0.385892,0.527772
1080.000000,0.371776,0.405302,0.254634,0.298957,0.292911,0.380604,0.249336,0.541090,0.509849,0.557118,0.387784,0.528080
1081.000000,0.373118,0.402861,0.256909,0.295748,0.294179,0.379989,0.250400,0.540119,0.510673,0.555221,0.387667,0.528121
1082.000000,0.371782,0.404636,0.255150,0.297786,0.292630,0.379329,0.252692,0.539689,0.509906,0.554904,0.388826,0.527082
1083.000000,0.371011,0.404940,0.256359,0.296277,0.294002,0.381751,0.249697,0.541715,0.510956,0.555762,0.386419,0.526493
1084.000000,0.371994,0.403151,0.255342,0.297262,0.291318,0.381319,0.250097,0.540060,0.510561,0.556677,0.387015,0.527904
1085.000000,0.373103,0.404101,0.255465,0.295455,0.292516,0.381765,0.248695,0.538959,0.510807,0.556310,0.388799,0.524192
1086.000000,0.371074,0.403876,0.254827,0.296704,0.293995,0.380690,0.251148,0.541457,0.510549,0.557960,0.387820,0.527477
1087.000000,0.371129,0.405727,0.255267,0.295750,0.294484,0.377521,0.250668,0.540934,0.510601,0.556067,0.388000,0.526475
1088.000000,0.372581,0.405693,0.257151,0.297500,0.292102,0.378777,0.250479,0.540221,0.507731,0.555173,0.387819,0.528029
1089.000000,0.371778,0.401978,0.256469,0.296268,0.291938,0.380334,0.250905,0.539273,0.509364,0.554225,0.387729,0.528111
1090.000000,0.372618,0.406001,0.255249,0.296666,0.293340,0.379334,0.248979,0.539913,0.509755,0.556387,0.388988,0.527935
1091.000000,0.371921,0.402447,0.254669,0.293457,0.292087,0.378969,0.248957,0.541068,0.509742,0.555039,0.387146,0.526304
1092.000000,0.372594,0.404189,0.255326,0.295419,0.292370,0.378235,0.250812,0.538052,0.507365,0.553366,0.385921,0.525287
1093.000000,0.370809,0.404014,0.255388,0.295789,0.293436,0.380085,0.249568,0.537903,0.508572,0.554711,0.387439,0.525365
1094.000000,0.371777,0.401873,0.253191,0.295467,0.291928,0.379380,0.246539,0.538627,0.507754,0.553498,0.386092,0.526208
1095.000000,0.371516,0.403177,0.253694,0.296060,0.290411,0.379198,0.249026,0.539003,0.509276,0.553862,0.386396,0.524001
1096.000000,0.370442,0.402381,0.251688,0.294580,0.290971,0.377823,0.247792,0.538294,0.505776,0.554077,0.386714,0.526750
1097.000000,0.370019,0.402836,0.254357,0.294833,0.292169,0.378380,0.249064,0.539181,0.506114,0.552936,0.385350,0.524719
1098.000000,0.372187,0.402295,0.255010,0.295794,0.290174,0.376598,0.248355,0.539360,0.504777,0.553113,0.385478,0.525227
1099.000000,0.371061,0.403032,0.252722,0.292153,0.291610,0.377525,0.245977,0.538268,0.506420,0.552604,0.386270,0.522606
1100.000000,0.370293,0.401671,0.250200,0.294831,0.290376,0.374832,0.247745,0.538254,0.508212,0.552365,0.385041,0.523104
1101.000000,0.371116,0.401176,0.252603,0.293707,0.293260,0.375482,0.247435,0.537655,0.505559,0.551796,0.386346,0.521749
1102.000000,0.372230,0.402177,0.250744,0.292919,0.293628,0.376403,0.247323,0.537066,0.505343,0.552031,0.384159,0.524283
1103.000000,0.368704,0.401385,0.250623,0.293948,0.290238,0.378761,0.247260,0.535422,0.505414,0.551315,0.383916,0.522690
1104.000000,0.369363,0.401248,0.251537,0.294608,0.291377,0.374230,0.247892,0.535330,0.504352,0.552479,0.386561,0.522991
1105.000000,0.369804,0.399551,0.250773,0.294180,0.289974,0.374417,0.246510,0.534634,0.504420,0.551762,0.382861,0.522034
1106.000000,0.372048,0.398857,0.249623,0.292755,0.290430,0.375491,0.245807,0.535447,0.504014,0.552412,0.384089,0.521970
1107.000000,0.370722,0.399008,0.249038,0.293505,0.292337,0.376641,0.246607,0.535422,0.502326,0.552746,0.385679,0.520676
1108.000000,0.371052,0.398615,0.249374,0.293225,0.289852,0.374655,0.247364,0.533318,0.502609,0.551164,0.383499,0.520301
1109.000000,0.368981,0.399669,0.248382,0.291987,0.289808,0.374720,0.245685,0.534400,0.502957,0.550549,0.384561,0.519884
1110.000000,0.368831,0.399492,0.247209,0.291088,0.288916,0.373228,0.244613,0.532995,0.502636,0.550438,0.383540,0.519832
1111.000000,0.370220,0.397980,0.247495,0.290841,0.290759,0.372585,0.244461,0.532327,0.502479,0.549749,0.382541,0.519289
1112.000000,0.369643,0.399172,0.247660,0.291999,0.286093,0.372692,0.243894,0.532279,0.500970,0.548901,0.382065,0.521076
1113.000000,0.369939,0.398701,0.246617,0.290792,0.288647,0.371447,0.243252,0.531274,0.500423,0.548375,0.379710,0.519334
1114.000000,0.368999,0.397153,0.244839,0.289449,0.288767,0.372308,0.244980,0.532473,0.500231,0.546922,0.381130,0.515239
1115.000000,0.369254,0.395651,0.246681,0.288461,0.287864,0.369438,0.241634,0.531152,0.498279,0.548305,0.381288,0.516218
1116.000000,0.368914,0.397597,0.242374,0.290617,0.289090,0.371377,0.243091,0.531571,0.497610,0.546943,0.380880,0.515277
1117.000000,0.369306,0.395494,0.244070,0.288865,0.289119,0.369951,0.241350,0.529729,0.497472,0.547916,0.382693,0.516262
1118.000000,0.369098,0.395200,0.243281,0.289358,0.286184,0.369104,0.239521,0.529165,0.495652,0.546858,0.380073,0.513943
1119.000000,0.366427,0.394239,0.243416,0.289871,0.289358,0.367063,0.240324,0.530824,0.496643,0.544777,0.379973,0.513977
1120.000000,0.365546,0.393178,0.243178,0.286915,0.285499,0.367096,0.239462,0.526688,0.496573,0.546094,0.380044,0.510408
1121.000000,0.368533,0.392074,0.243073,0.287759,0.287857,0.368626,0.240068,0.528937,0.494081,0.541715,0.378941,0.510440
1122.000000,0.368448,0.393635,0.240545,0.287202,0.286354,0.366551,0.239050,0.528630,0.494472,0.545619,0.377823,0.513232
1123.000000,0.365961,0.391663,0.241136,0.287309,0.285325,0.366352,0.237389,0.527046,0.492632,0.541747,0.377321,0.510354
1124.000000,0.364834,0.394936,0.240019,0.287713,0.285032,0.364490,0.239321,0.525234,0.491447,0.542961,0.376531,0.508446
1125.000000,0.366497,0.390205,0.237367,0.284677,0.285010,0.364618,0.238364,0.526258,0.493701,0.542258,0.376791,0.508805
1126.000000,0.367024,0.389433,0.240216,0.286098,0.284843,0.362533,0.238270,0.523756,0.489804,0.542303,0.375628,0.506604
1127.000000,0.367578,0.390586,0.236095,0.286069,0.283295,0.363245,0.236316,0.522601,0.488667,0.540183,0.375860,0.506447
1128.000000,0.365975,0.390975,0.237153,0.284349,0.283550,0.362738,0.235424,0.522128,0.489279,0.537684,0.373648,0.504328
1129.000000,0.364758,0.388866,0.236305,0.283884,0.282572,0.361892,0.235530,0.521138,0.488431,0.538803,0.374213,0.504020
1130.000000,0.363898,0.388715,0.235355,0.283915,0.281675,0.359854,0.233602,0.519934,0.487907,0.538197,0.375013,0.503399
1131.000000,0.364456,0.385626,0.233731,0.283305,0.281610,0.359584,0.233648,0.521146,0.488297,0.535638,0.372618,0.503920
1132.000000,0.363791,0.386105,0.234181,0.282995,0.280804,0.359614,0.232668,0.518400,0.484556,0.536988,0.374053,0.502227
1133.000000,0.362713,0.385007,0.230905,0.282415,0.281050,0.357999,0.230694,0.518263,0.483772,0.535108,0.371728,0.501343
1134.000000,0.365406,0.383471,0.231493,0.280302,0.281409,0.357040,0.231581,0.515951,0.484957,0.536059,0.370849,0.499600
1135.000000,0.364764,0.384755,0.230073,0.281695,0.280593,0.358331,0.230298,0.516511,0.483265,0.534375,0.370351,0.499350
